Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Tajikistan,TJK,1394819,1434529,1477139,1521909,1567590,1613402,1659140,1704909,1750473,1795701,1849601,1914734,1980737,2047700,2116025,2185936,2257561,2331020,2406946,2485293,2566306,2650604,2738144,2829799,2926798,3029676,3139291,3254294,3370290,3490017,3611062,3721578,3822745,3916888,4008301,4100103,4193197,4287171,4383122,4482042,4568940,4643915,4723421,4807581,4896324,4989470,5087273,5190071,5298141,5411767,5531131,5656051,5784462,5916767,6053037,6193245,6337318,6484196,6631423,6775545,6914218
Turkmenistan,TKM,859152,886279,914278,942839,971653,1000445,1029092,1057583,1086137,1115007,1146315,1180648,1215671,1251372,1287617,1324382,1361678,1399563,1437900,1478694,1522465,1566511,1611063,1656524,1703550,1752552,1803288,1855723,1910565,1966489,2023425,2084432,2148657,2213193,2274254,2322981,2357264,2384823,2406890,2425601,2442638,2458354,2472721,2486777,2501642,2517493,2534545,2552880,2573113,2595522,2620372,2647833,2677413,2707820,2737480,2765000,2789963,2812448,2832246,2849353,2863849
Latin America & the Caribbean (IDA & IBRD countries),TLA,106535140,107755329,108937234,110084279,111171169,112335491,113441486,114488221,115464794,116378448,117228593,118020575,118762253,119501566,120200753,120843589,121436011,121965871,122442255,122879798,123285432,123766018,124276031,124762865,125171958,125489701,125747812,125938661,126053678,126114824,126138973,126184986,126227209,126241959,126145680,125983618,125841882,125573534,125241321,124887767,124451043,124376761,124369173,124317930,124266716,124189492,124074038,123923098,123753289,123573150,123349007,123105303,122844018,122568537,122271528,121958519,121633394,121290199,120915107,120488791,120003704
Timor-Leste,TLS,426650,433393,439906,446657,453595,460677,467682,474528,481570,489298,497913,507921,518872,528949,535642,537404,533443,524824,514246,505449,501024,501891,507199,515705,525466,535091,544095,552949,562102,572329,584039,598393,614502,630429,644058,654071,659712,661787,662362,664371,669792,679344,692218,707084,722016,735988,748362,759579,769956,780050,790263,800591,810912,821383,832215,843507,855331,867646,880254,892938,905506
Middle East & North Africa (IDA & IBRD countries),TMN,64547065,65538669,66536526,67540548,68550578,69540564,70604990,71785270,72947407,74091030,75201261,76307971,77378758,78451112,79590352,80790803,82059190,83464564,84976754,86597074,88304207,90107169,92005054,93965181,95942670,97942307,99920856,101999159,104196562,106386862,108491659,110503373,112271310,113890950,115416819,116980145,118497568,119915973,121201850,122420009,123608813,124777179,125924745,127071469,128239408,129322487,130409867,131597680,132840561,134084348,135290589,136758442,138240135,139701815,141149348,142348624,143565510,144775010,145999220,147266046,148586700
Tonga,TON,50767,52296,54104,56076,58042,59851,61490,63151,64758,66159,67317,68208,68848,69326,69798,70359,71055,71752,72412,72954,73300,73449,73416,73286,73119,72987,72917,72994,73175,73344,73485,73589,73678,73769,73880,74029,74225,74469,74761,75071,75419,75791,76179,76587,77038,77543,78133,78751,79315,79653,79661,79281,78660,77973,77456,77323,77656,78369,79328,80351,81282
South Asia (IDA & IBRD),TSA,476925535,486226845,495538771,505164303,515094441,525330696,535866605,546697479,557800147,569140286,580691842,592259683,603445596,614823494,626361293,638003857,649918278,662072485,674425750,686928710,699517282,712792032,727447971,742296370,757288749,772401207,787588055,802845943,818183619,833710532,849386663,865355187,881760738,898216299,914623784,930920885,947036126,962976707,978775250,994492172,1010086912,1025021302,1038823499,1052316234,1065387997,1077998855,1090131402,1101778785,1112927341,1123593153,1133760092,1143401742,1152340021,1160865426,1168970281,1176700582,1184103952,1191117547,1197679081,1203683996,1209159239
Sub-Saharan Africa (IDA & IBRD countries),TSS,193852373,197703744,201696376,205794567,209991391,214291909,218733053,223291987,227980014,232814467,237868126,243015312,248309498,253788763,259468356,265308426,271296765,277502694,283869581,290606964,297586175,304515233,311565441,318691320,325843873,332991124,340221448,347599508,355069452,362610089,370045047,377909208,385862117,393934322,402389255,411053936,419884525,428817855,437959696,447264412,456723112,465910365,475180138,484619946,494263866,504083411,514207041,524930681,535197720,545633339,556190122,566871186,577825972,588918185,600085039,611300372,622554717,633827247,645082160,656284564,667403145
Trinidad and Tobago,TTO,558348,562095,564035,564300,563118,560740,557120,552420,547278,542489,538523,535614,533559,532061,530585,528809,526586,524074,521407,518837,517596,523795,530295,536748,542646,547640,551586,554585,556835,558630,560201,561604,562803,563676,564074,563888,563079,561812,560333,559022,558754,563102,567975,573201,578552,583851,589027,594167,599362,604810,610614,616834,623039,629068,634672,639685,644011,647671,650668,653027,654766
Tunisia,TUN,2610937,2629766,2652561,2679160,2708831,2741317,2773923,2795204,2817592,2840168,2861961,2882935,2903250,2923260,2943033,2964901,2998324,3032262,3067955,3107117,3150752,3199360,3251627,3305222,3352790,3383412,3408069,3427519,3442602,3455332,3466305,3475983,3483271,3486532,3490492,3515652,3533635,3545530,3551648,3552893,3550148,3543634,3533714,3522122,3512808,3513419,3516970,3523290,3531219,3539158,3546110,3551478,3555861,3560256,3565446,3571324,3578150,3585297,3591574,3595659,3596642
Turkey,TUR,18814431,19121884,19433905,19745555,20057992,20371869,20632554,20864188,21092248,21318334,21541693,21809214,22098709,22386719,22669160,22943412,23274980,23633978,23991798,24353976,24723291,24658598,24394849,24095968,23752035,23364165,23094222,22862045,22598101,22310364,21998460,21949400,22010799,22063826,22110413,22152914,22192812,22229784,22260829,22284560,22297861,22249031,22166359,22072538,21962832,21837753,21692773,21533496,21371345,21224537,21101400,21003302,20921702,20855963,20792434,20723127,20648276,20567887,20467276,20331795,20152820
Tuvalu,TUV,4475,4454,4432,4402,4380,4375,4380,4405,4438,4458,4473,4455,4426,4408,4428,4502,4642,4832,5042,5225,5355,5425,5443,5434,5408,5399,5380,5363,5351,5330,5287,5229,5215,5226,5226,5210,5182,5150,5114,5082,5070,5077,5100,5090,5066,5029,4986,4931,4872,4813,4756,4696,4640,4577,4522,4470,4420,4372,4327,4287,4243
Tanzania,TZA,9524815,9788594,10061090,10342570,10633184,10933256,11242464,11561238,11859675,12161341,12472681,12793744,13122864,13456155,13788022,14114660,14433667,14745918,15051616,15434202,15840019,16257170,16684151,17119735,17560697,18006460,18452180,18899561,19357749,19879704,20444353,21051652,21694063,22346853,22975670,23558308,24085271,24568427,25031766,25509469,26025846,26589202,27192241,27758065,28325265,28897340,29472457,30055023,30647132,31254802,31878948,32520460,33175682,33843165,34520751,35205372,35896823,36593461,37293015,37993577,38691642
Uganda,UGA,6468190,6661381,6867565,7085196,7312079,7546110,7787708,8036220,8285666,8528885,8778816,9020263,9253237,9484911,9725185,9981490,10256936,10550419,10860336,11183187,11504928,11820367,12144795,12483529,12842873,13226885,13636981,14069902,14518915,14975263,15432222,15897136,16373247,16849364,17322317,17790883,18253120,18711558,19174089,19652080,20153246,20681606,21234625,21807811,22393908,22989284,23592895,24208576,24837164,25481309,26142613,26815564,27500431,28213662,28974075,29792913,30678944,31617586,32570632,33485073,34326791
Ukraine,UKR,22701005,22665189,22622526,22566817,22488073,22338509,22157674,21950045,21722122,21485038,21269568,21083912,20894553,20700363,20495460,20287719,20066644,19835108,19594390,19361423,19140427,18933317,18690449,18453837,18220686,17983375,17752120,17526818,17311571,17231090,17250258,17266246,17295680,17284882,17179753,17024465,16854180,16681546,16514088,16339766,16156939,15969540,15770402,15574112,15375750,15172576,14986596,14814625,14652281,14505878,14405248,14311033,14233330,14158653,14048855,13970207,13882141,13787367,13675909,13549776,13413416
Upper middle income,UMC,817430920,810600345,813780575,825923427,837289812,854534208,873991009,892344937,911276566,931428388,952178708,973070373,992415781,1009958147,1025231123,1038460064,1050651432,1061456322,1069020297,1073438362,1077152732,1080629698,1085147015,1090728408,1094995062,1099412072,1104644772,1110597732,1116306294,1121369427,1125707007,1127835780,1128466664,1128155219,1127086141,1125097773,1122519146,1119317937,1115122824,1109698931,1102965651,1092735697,1080175153,1066726590,1052570348,1037909802,1023158896,1008040146,992674427,977175363,961309235,946954857,933903688,920720542,907093951,892975455,878567267,864200009,849121698,833599478,817513381
Uruguay,URY,501611,502455,503044,503335,503384,503124,502669,501919,500622,498523,495424,491227,486109,480606,475380,470176,460132,450971,442401,434092,425822,417626,409463,401421,393481,385655,377074,368206,359500,351082,342895,334962,327212,319680,312272,304952,297623,289507,281385,273142,264649,255962,247158,238373,229913,221929,214389,207268,200480,193980,187649,181518,177768,174793,171892,169065,166276,163584,160944,158340,155797
United States,USA,54208527,54414785,54549307,54626596,54673014,54639947,54551297,54423243,54242804,54047876,54129627,54795508,55364268,55874046,56365499,56902406,57423878,57982322,58579920,59207469,59673829,59913573,60135341,60332364,60503262,60684895,60888123,61073788,61266559,61485081,61656881,61471853,61314541,61112155,60847887,60559606,60247274,59962727,59647910,59318323,59093274,59176653,59224903,59231337,59272576,59316092,59380586,59435929,59486862,59495270,59477423,59375348,59263241,59106371,58955597,58788250,58598755,58333412,57994170,57592357,57469027
Uzbekistan,UZB,5629233,5796012,5969427,6151230,6343392,6546728,6762603,6988880,7218760,7443300,7645146,7818358,7978022,8130080,8282465,8441000,8607188,8778860,8953629,9163270,9414928,9667338,9921511,10178452,10439728,10706367,10977887,11253581,11533143,11772206,12026038,12186521,12374357,12555212,12697829,12820892,12957692,13091401,13188606,13214840,13280156,13329518,13371841,13404863,13435495,13466323,13503445,13566997,13654403,13752638,14008143,14332297,14574618,14834290,15117410,15414708,15716939,16016163,16320520,16644772,16973620
St. Vincent and the Grenadines,VCT,59964,60481,60888,61202,61471,61710,61939,62139,62333,62528,62733,62962,63197,63438,63670,63880,64063,64222,64345,64440,64493,64506,64469,64397,64289,64163,64016,63843,63622,63340,62979,62563,62275,61945,61571,61174,60750,60313,59875,59460,59082,58750,58464,58187,57889,57532,57112,56652,56173,55696,55255,54855,54484,54145,53827,53515,53231,52954,52683,52406,52110
"Venezuela, RB",VEN,3125408,3133076,3153258,3170503,3184651,3196320,3205024,3211002,3213574,3212833,3207858,3199127,3196816,3197490,3196164,3193708,3190012,3185414,3179201,3170949,3160262,3147652,3142327,3139486,3135354,3130502,3124673,3117797,3109245,3098644,3085470,3081971,3081187,3078556,3073868,3067282,3058775,3048839,3037062,3023980,3009783,2994546,3043173,3091235,3138309,3184052,3227393,3268077,3307732,3347744,3389188,3435346,3487185,3534117,3561895,3563493,3532895,3474491,3406369,3353461,3332977
British Virgin Islands,VGB,7068,7134,7236,7332,7446,7574,7693,7814,7951,8069,8195,8293,8400,8490,8559,8614,8648,8662,8685,8757,8862,8979,9140,9338,9557,9804,10067,10335,10587,10774,10876,10924,11139,11294,11414,11504,11571,11608,11649,11715,11827,11982,12185,12438,12748,13122,13568,14070,14574,15010,15340,15536,15616,15621,15589,15570,15571,15571,15576,15582,15568
Virgin Islands (U.S.),VIR,14145,14453,14266,15680,15524,15974,16361,16756,18303,19068,19302,20729,21414,22654,23230,23390,22803,21159,20838,19979,19781,18938,18121,17343,16585,15839,15109,14403,13722,13076,12803,12278,11776,11288,10803,10311,9818,9347,8888,8440,8055,7800,7557,7323,7093,6872,6653,6443,6245,6050,5858,5673,5497,5326,5164,5009,4860,4717,4579,4446,4316
Vietnam,VNM,27867551,28605758,29352917,30107982,30871662,31642129,32419328,33199238,33972764,34729516,35461723,36300749,37125652,37940859,38752740,39567940,40385818,41208734,42047318,42914362,43834215,44801906,45808241,46847246,47908849,48984722,50068689,51160329,52257844,53312725,54216353,55112806,55993703,56837441,57614403,58305809,58905349,59419570,59859289,60211898,60433047,60607743,60734164,60827503,60899167,60962273,61019404,61071589,61122439,61171855,61210533,61250158,61288018,61322435,61342809,61343887,61325121,61288919,61226806,61129967,60992356
Vanuatu,VUT,57063,58747,60495,62285,64084,65854,67590,69306,71041,72870,74852,76981,79230,81601,84023,86486,88974,91502,94000,96373,98559,100622,102572,104457,106335,108252,110190,112163,114226,116476,119143,122085,125250,128475,131519,134253,136580,138594,140480,142502,144877,147672,150807,154152,157565,160940,164231,167480,170806,174327,178433,183059,187975,193091,198283,203452,208572,213659,218704,223730,228750
World,WLD,2012175449,2023066947,2044148623,2074403280,2104220646,2140139597,2178588996,2215970601,2254245167,2294247465,2335276447,2377767005,2418101600,2456842164,2493594794,2530673774,2565599507,2599582989,2630653393,2659389683,2687679580,2716050910,2747460924,2780287213,2811866065,2843618667,2875976196,2908949547,2941846007,2974584483,3007038178,3037429273,3066425436,3094221058,3120961611,3146593138,3171418327,3195320043,3217927851,3239083612,3258666866,3273208448,3283730657,3293311000,3302106624,3310160129,3318331550,3326564331,3333755606,3340304403,3346098292,3353658726,3362636703,3371199704,3378873012,3385230743,3390840151,3395754782,3399244664,3401367206,3402454697
Samoa,WSM,88068,90826,93701,96669,99638,102532,105345,107891,110202,112260,114011,115437,116728,117848,118783,119581,120255,120869,121444,122008,122593,123262,124004,124776,125483,126076,126515,126838,127159,127605,128284,129232,130310,131443,132529,133445,134166,134718,135167,135611,136114,136688,137704,138971,140275,141589,142925,144271,145656,147089,148610,150243,151982,153742,155412,156910,158198,159311,160348,161506,162916
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,4831654,4882907,4935554,4989088,5042799,5096204,5150223,5205368,5260809,5315706,5369660,5435003,5502219,5577109,5667061,5777578,5910837,6065834,6239763,6428512,6628789,6841619,7068093,7306670,7555369,7813475,8071380,8327515,8600895,8908270,9258970,9658523,10096729,10547871,10976995,11369910,11718130,12022814,12297591,12563621,12836230,13118575,13405792,13697868,13992663,14289134,14586861,14886906,15188992,15492678,15797168,16102499,16407307,16707993,17000893,17282713,17552294,17809825,18056196,18292399,18519540
South Africa,ZAF,9128063,9324278,9538726,9760589,9989720,10225890,10468782,10718501,10975779,11241587,11518440,11815629,12122919,12437437,12755290,13074033,13391518,13709435,14033831,14373092,14728155,15079851,15450296,15830994,16211189,16544661,16779799,16998296,17209272,17424281,17650627,17896134,18161432,18421373,18657845,18859072,19022393,19151342,19250772,19326731,19385131,19427945,19430457,19413698,19392871,19374404,19358449,19345329,19337334,19339258,19350794,19373480,19404379,19438497,19465728,19480494,19481009,19468830,19444293,19408552,19361915
Zambia,ZMB,2513587,2564658,2615526,2664155,2700785,2735977,2769234,2800517,2829778,2857506,2910675,2969857,3030475,3092280,3154335,3216394,3277831,3338820,3399507,3460543,3521917,3642057,3771740,3905025,4040698,4177774,4316338,4456436,4596497,4734661,4869768,5031371,5196395,5363384,5537204,5721403,5917846,6125579,6342564,6565204,6790986,6949714,7079492,7209829,7342742,7479986,7621231,7766712,7918421,8079606,8251350,8434814,8627882,8826816,9027051,9224802,9419129,9610601,9800075,9989319,10179380
Zimbabwe,ZWE,3300515,3404373,3510800,3611339,3713677,3817492,3922210,4028102,4136075,4248534,4370982,4499064,4632183,4768363,4904573,5043093,5178904,5313470,5450526,5595342,5751245,5918258,6093703,6267911,6444299,6621364,6798451,6973054,7138255,7285389,7408262,7504690,7575964,7660670,7732882,7789871,7832792,7861984,7877709,7880199,7870531,7849507,7819901,7850870,7897803,7957336,8031622,8120405,8224975,8345714,8482590,8637262,8808921,8990946,9170486,9340770,9499100,9647147,9788215,9928166,10070822
